cloud.google.com/go/auth	v0.17.0
go.opentelemetry.io/otel/metric/x	v0.66.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.starlark.net	v0.0.0-20250417143717-f57e51f710eb
go.step.sm/crypto	v0.74.0
go.uber.org/dig	v1.19.0
go.uber.org/fx	v1.24.0
go.uber.org/goleak	v1.3.0
go.uber.org/mock	v0.5.2
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v2	v2.4.4
go.yaml.in/yaml/v3	v3.0.4
golang.org/x/crypto	v0.51.0
golang.org/x/exp	v0.0.0-20260410095643-746e56fc9e2f
golang.org/x/image	v0.38.0
golang.org/x/mod	v0.36.0
golang.org/x/net	v0.54.0
golang.org/x/oauth2	v0.36.0
golang.org/x/sync	v0.20.0
golang.org/x/sys	v0.45.0
golang.org/x/telemetry	v0.0.0-20260508192327-42602be52be6
golang.org/x/term	v0.43.0
golang.org/x/text	v0.37.0
golang.org/x/time	v0.14.0
golang.org/x/tools	v0.45.0
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
golang.zx2c4.com/wintun	v0.0.0-20230126152724-0fa3db229ce2
golang.zx2c4.com/wireguard	v0.0.0-20250521234502-f333402bd9cb
golang.zx2c4.com/wireguard/windows	v0.6.1
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.256.0
google.golang.org/appengine	v1.6.8
google.golang.org/genproto	v0.0.0-20250922171735-9219d122eba9
google.golang.org/genproto/googleapis/api	v0.0.0-20260209200024-4cfbd4190f57
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260209200024-4cfbd4190f57
google.golang.org/grpc	v1.80.0
google.golang.org/protobuf	v1.36.11
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/fsnotify.v1	v1.4.7
gopkg.in/tomb.v1	v1.0.0-20141024135613-dd632973f1e7
gopkg.in/warnings.v0	v0.1.2
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
gorm.io/driver/postgres	v1.6.0
gorm.io/driver/sqlite	v1.6.0
gorm.io/gorm	v1.31.1
gotest.tools/v3	v3.5.2
howett.net/plist	v1.0.2-0.20250314012144-ee69052608d9
jaytaylor.com/html2text	v0.0.0-20230321000545-74c2419ad056
k8s.io/klog/v2	v2.130.1
lukechampine.com/blake3	v1.4.1
maunium.net/go/maulogger/v2	v2.4.1
maunium.net/go/mautrix	v0.17.0
mvdan.cc/xurls/v2	v2.6.0
oras.land/oras-go/v2	v2.6.0
pgregory.net/rapid	v1.2.0
sigs.k8s.io/yaml	v1.6.0
software.sslmate.com/src/go-pkcs12	v0.4.0
