bitbucket.org/creachadair/shell	v0.0.8
github.com/oklog/ulid/v2	v2.1.1
github.com/olekukonko/tablewriter	v0.0.5
github.com/onsi/ginkgo	v1.16.5
github.com/onsi/ginkgo/v2	v2.28.1
github.com/onsi/gomega	v1.39.1
github.com/op/go-logging	v0.0.0-20160315200505-970db520ece7
github.com/open-policy-agent/opa	v0.70.0
github.com/opencontainers/cgroups	v0.0.7
github.com/opencontainers/go-digest	v1.0.0
github.com/opencontainers/image-spec	v1.1.1
github.com/opencontainers/runc	v1.3.3
github.com/opencontainers/runtime-spec	v1.3.0
github.com/opencontainers/runtime-tools	v0.9.1-0.20251114084447-edf4cb3d2116
github.com/opencontainers/selinux	v1.15.1
github.com/package-url/packageurl-go	v0.1.1
github.com/pascaldekloe/goe	v0.1.0
github.com/pborman/getopt	v0.0.0-20170112200414-7148bc3a4c30
github.com/pelletier/go-toml	v1.9.5
github.com/pelletier/go-toml/v2	v2.3.1
github.com/petermattis/goid	v0.0.0-20240813172612-4fcff4a6cae7
github.com/phayes/permbits	v0.0.0-20190612203442-39d7c581d2ee
github.com/philhofer/fwd	v1.2.0
github.com/pierrec/lz4/v4	v4.1.22
github.com/pkg/browser	v0.0.0-20240102092130-5ac0b6a4141c
github.com/pkg/errors	v0.9.1
github.com/pkg/profile	v1.7.0
github.com/planetscale/vtprotobuf	v0.6.1-0.20240319094008-0393e58bdf10
github.com/pmezard/go-difflib	v1.0.1-0.20181226105442-5d4384ee4fb2
github.com/posener/complete	v1.2.3
github.com/pquerna/ffjson	v0.0.0-20190930134022-aa0246cd15f7
github.com/prometheus/client_golang	v1.23.2
github.com/prometheus/client_model	v0.6.2
github.com/prometheus/common	v0.67.5
github.com/prometheus/otlptranslator	v1.0.0
github.com/prometheus/procfs	v0.20.1
github.com/prometheus/prometheus	v0.51.0
github.com/pseudomuto/protoc-gen-doc	v1.5.1
github.com/pseudomuto/protokit	v0.2.0
github.com/rcrowley/go-metrics	v0.0.0-20200313005456-10cdbea86bc0
github.com/redis/go-redis/v9	v9.18.0
github.com/rivo/uniseg	v0.4.7
github.com/rogpeppe/fastuuid	v1.2.0
github.com/rogpeppe/go-internal	v1.14.1
github.com/rootless-containers/rootlesskit/v3	v3.0.2
github.com/rs/cors	v1.11.1
github.com/rs/xid	v1.5.0
github.com/russross/blackfriday	v1.6.0
github.com/russross/blackfriday/v2	v2.1.0
github.com/ryanuber/columnize	v2.1.2+incompatible
github.com/ryanuber/go-glob	v1.0.0
github.com/safchain/ethtool	v0.6.2
github.com/sagikazarmark/locafero	v0.11.0
github.com/samber/lo	v1.52.0
github.com/santhosh-tekuri/jsonschema/v5	v5.3.1
github.com/sasha-s/go-deadlock	v0.3.5
github.com/sassoftware/relic	v7.2.1+incompatible
github.com/sassoftware/relic/v7	v7.6.2
github.com/sean-/seed	v0.0.0-20170313163322-e2103e2c3529
github.com/seccomp/libseccomp-golang	v0.10.0
github.com/secure-systems-lab/go-securesystemslib	v0.11.0
github.com/sergi/go-diff	v1.4.0
github.com/serialx/hashring	v0.0.0-20200727003509-22c0c7ab6b1b
github.com/shibumi/go-pathspec	v1.3.0
github.com/shopspring/decimal	v1.2.0
github.com/sigstore/protobuf-specs	v0.5.1
github.com/sigstore/rekor	v1.5.2
github.com/sigstore/rekor-tiles/v2	v2.2.2-0.20260601073857-5d098a2b6443
github.com/sigstore/sigstore	v1.10.8
github.com/sigstore/sigstore-go	v1.2.1
github.com/sigstore/sigstore/pkg/signature/kms/aws	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/azure	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/gcp	v1.10.8
github.com/sigstore/sigstore/pkg/signature/kms/hashivault	v1.10.8
github.com/sigstore/timestamp-authority/v2	v2.1.2
github.com/sirupsen/logrus	v1.9.4
github.com/smallstep/pkcs7	v0.1.1
github.com/soheilhy/cmux	v0.1.5
github.com/songgao/water	v0.0.0-20200317203138-2b4b6d7c09d8
github.com/sourcegraph/conc	v0.3.1-0.20240121214520-5f936abd7ae8
github.com/spdx/gordf	v0.0.0-20201111095634-7098f93598fb
github.com/spdx/tools-golang	v0.5.7
github.com/spf13/afero	v1.15.0
github.com/spf13/cast	v1.10.0
github.com/spf13/cobra	v1.10.2
github.com/spf13/jwalterweatherman	v0.0.0-20170901151539-12bd96e66386
github.com/spf13/pflag	v1.0.10
github.com/spf13/viper	v1.21.0
github.com/spiffe/go-spiffe/v2	v2.6.0
github.com/stefanberger/go-pkcs11uri	v0.0.0-20230803200340-78284954bff6
github.com/stretchr/objx	v0.5.2
github.com/stretchr/testify	v1.11.1
github.com/subosito/gotenv	v1.6.0
github.com/syndtr/gocapability	v0.0.0-20200815063812-42c35b437635
github.com/syndtr/goleveldb	v1.0.1-0.20220721030215-126854af5e6d
github.com/tchap/go-patricia/v2	v2.3.3
github.com/tedsuo/ifrit	v0.0.0-20230516164442-7862c310ad26
github.com/tetratelabs/wazero	v1.11.0
github.com/theupdateframework/go-tuf	v0.7.0
github.com/theupdateframework/go-tuf/v2	v2.4.2
github.com/tink-crypto/tink-go-awskms/v3	v3.0.0
github.com/tink-crypto/tink-go-gcpkms/v2	v2.2.0
github.com/tink-crypto/tink-go-hcvault/v2	v2.5.0
github.com/tink-crypto/tink-go/v2	v2.6.0
github.com/tinylib/msgp	v1.3.0
github.com/titanous/rocacheck	v0.0.0-20171023193734-afe73141d399
github.com/tmc/grpc-websocket-proxy	v0.0.0-20220101234140-673ab2c3ae75
github.com/tomasen/realip	v0.0.0-20180522021738-f0c99a92ddce
github.com/tonistiigi/dchapes-mode	v0.0.0-20250318174251-73d941a28323
github.com/tonistiigi/fsutil	v0.0.0-20260716115106-30cd4fc5d911
github.com/tonistiigi/go-actions-cache	v0.0.0-20260120203934-54bc28c26fd2
github.com/tonistiigi/go-archvariant	v1.0.0
github.com/tonistiigi/go-csvvalue	v0.0.0-20240814133006-030d3b2625d0
github.com/tonistiigi/units	v0.0.0-20180711220420-6950e57a87ea
github.com/tonistiigi/vt100	v0.0.0-20240514184818-90bafcd6abab
github.com/transparency-dev/formats	v0.1.1
github.com/transparency-dev/merkle	v0.0.2
github.com/transparency-dev/tessera	v1.0.2
github.com/tv42/httpunix	v0.0.0-20150427012821-b75d8614f926
github.com/u-root/uio	v0.0.0-20240224005618-d2acac8f3701
github.com/ulikunitz/xz	v0.5.14
github.com/urfave/cli	v1.22.16
github.com/urfave/cli/v2	v2.27.7
github.com/urfave/cli/v3	v3.9.0
github.com/urfave/negroni	v1.0.0
github.com/vbatts/tar-split	v0.12.3
github.com/veraison/go-cose	v1.3.0
github.com/vishvananda/netlink	v1.3.1
github.com/vishvananda/netns	v0.0.5
github.com/weppos/publicsuffix-go	v0.30.0
github.com/weppos/publicsuffix-go/publicsuffix/generator	v0.0.0-20220927085643-dc0d00c92642
github.com/x448/float16	v0.8.4
github.com/xeipuuv/gojsonpointer	v0.0.0-20190905194746-02993c407bfb
github.com/xeipuuv/gojsonreference	v0.0.0-20180127040603-bd5ef7bd5415
github.com/xeipuuv/gojsonschema	v1.2.0
github.com/xhit/go-str2duration/v2	v2.1.0
github.com/xiang90/probing	v0.0.0-20221125231312-a49e3df8f510
github.com/xrash/smetrics	v0.0.0-20250705151800-55b8f293f342
github.com/yashtewari/glob-intersection	v0.2.0
github.com/youmark/pkcs8	v0.0.0-20240726163527-a2c0da244d78
github.com/ysmood/fetchup	v0.2.3
github.com/ysmood/goob	v0.4.0
github.com/ysmood/got	v0.40.0
github.com/ysmood/gson	v0.7.3
github.com/ysmood/leakless	v0.9.0
github.com/yuin/goldmark	v1.4.13
github.com/zalando/go-keyring	v0.2.3
github.com/zeebo/errs	v1.4.0
github.com/ziutek/mymysql	v1.5.4
github.com/zmap/rc2	v0.0.0-20190804163417-abaa70531248
github.com/zmap/zcertificate	v0.0.1
github.com/zmap/zcrypto	v0.0.0-20230310154051-c8b263fd8300
github.com/zmap/zlint/v3	v3.5.0
go.etcd.io/bbolt	v1.5.0
go.etcd.io/etcd/api/v3	v3.6.8
go.etcd.io/etcd/client/pkg/v3	v3.6.8
go.etcd.io/etcd/client/v3	v3.6.8
go.etcd.io/etcd/etcdctl/v3	v3.6.8
go.etcd.io/etcd/etcdutl/v3	v3.6.8
go.etcd.io/etcd/pkg/v3	v3.6.8
go.etcd.io/etcd/server/v3	v3.6.8
go.etcd.io/etcd/tests/v3	v3.6.8
go.etcd.io/etcd/v3	v3.6.8
go.etcd.io/gofail	v0.2.0
go.etcd.io/raft/v3	v3.6.0
go.opencensus.io	v0.24.0
go.opentelemetry.io/auto/sdk	v1.2.1
go.opentelemetry.io/contrib/detectors/gcp	v1.42.0
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace	v0.69.0
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp	v0.69.0
go.opentelemetry.io/contrib/processors/baggagecopy	v0.16.1
go.opentelemetry.io/otel	v1.44.0
go.opentelemetry.io/otel/bridge/opencensus	v1.44.0
go.opentelemetry.io/otel/exporters/jaeger	v1.17.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc	v1.44.0
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp	v1.44.0
go.opentelemetry.io/otel/exporters/prometheus	v0.65.0
go.opentelemetry.io/otel/log	v0.20.0
go.opentelemetry.io/otel/metric	v1.44.0
go.opentelemetry.io/otel/metric/x	v0.66.0
go.opentelemetry.io/otel/sdk	v1.44.0
go.opentelemetry.io/otel/sdk/log	v0.20.0
go.opentelemetry.io/otel/sdk/metric	v1.44.0
go.opentelemetry.io/otel/trace	v1.44.0
go.opentelemetry.io/proto/otlp	v1.10.0
go.step.sm/crypto	v0.77.7
go.uber.org/atomic	v1.11.0
go.uber.org/automaxprocs	v1.6.0
go.uber.org/goleak	v1.3.0
go.uber.org/mock	v0.6.0
go.uber.org/multierr	v1.11.0
go.uber.org/zap	v1.28.0
go.yaml.in/yaml/v2	v2.4.4
go.yaml.in/yaml/v3	v3.0.4
gocloud.dev	v0.45.0
golang.org/x/crypto	v0.54.0
golang.org/x/exp	v0.0.0-20260603202125-055de637280b
golang.org/x/lint	v0.0.0-20190313153728-d0100b6bd8b3
golang.org/x/mod	v0.38.0
golang.org/x/net	v0.57.0
golang.org/x/oauth2	v0.36.0
golang.org/x/perf	v0.0.0-20250813145418-2f7363a06fe1
golang.org/x/sync	v0.22.0
golang.org/x/sys	v0.47.0
golang.org/x/telemetry	v0.0.0-20260708182218-49f421fb7959
golang.org/x/term	v0.45.0
golang.org/x/text	v0.40.0
golang.org/x/time	v0.15.0
golang.org/x/tools	v0.48.0
golang.org/x/xerrors	v0.0.0-20240903120638-7835f813f4da
gonum.org/v1/gonum	v0.17.0
google.golang.org/api	v0.280.0
google.golang.org/appengine	v1.6.8
google.golang.org/genproto	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/api	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/genproto/googleapis/bytestream	v0.0.0-20260511170946-3700d4141b60
google.golang.org/genproto/googleapis/rpc	v0.0.0-20260526163538-3dc84a4a5aaa
google.golang.org/grpc	v1.81.1
google.golang.org/grpc/cmd/protoc-gen-go-grpc	v1.6.1
google.golang.org/protobuf	v1.36.12-0.20260120151049-f2248ac996af
gopkg.in/alecthomas/kingpin.v2	v2.2.6
gopkg.in/check.v1	v1.0.0-20201130134442-10cb98267c6c
gopkg.in/inf.v0	v0.9.1
gopkg.in/ini.v1	v1.67.2
gopkg.in/mgo.v2	v2.0.0-20190816093944-a6b53ec6cb22
gopkg.in/natefinch/lumberjack.v2	v2.2.1
gopkg.in/tomb.v1	v1.0.0-20141024135613-dd632973f1e7
gopkg.in/vmihailenco/msgpack.v2	v2.9.2
gopkg.in/yaml.v2	v2.4.0
gopkg.in/yaml.v3	v3.0.1
gotest.tools	v2.2.0+incompatible
gotest.tools/v3	v3.5.2
gvisor.dev/gvisor	v0.0.0-20240916094835-a174eb65023f
honnef.co/go/tools	v0.0.0-20190523083050-ea95bdfd59fc
k8s.io/api	v0.36.0
k8s.io/apimachinery	v0.36.0
k8s.io/client-go	v0.36.0
k8s.io/component-base	v0.36.0
k8s.io/cri-api	v0.36.0
k8s.io/cri-client	v0.36.0
k8s.io/cri-streaming	v0.36.0
k8s.io/klog/v2	v2.140.0
k8s.io/kube-openapi	v0.0.0-20260319004828-5883c5ee87b9
k8s.io/kubelet	v0.31.2
k8s.io/streaming	v0.36.0
k8s.io/utils	v0.0.0-20260319190234-28399d86e0b5
kernel.org/pub/linux/libs/security/libcap/cap	v1.2.78
kernel.org/pub/linux/libs/security/libcap/psx	v1.2.78
oras.land/oras-go/v2	v2.5.0
pgregory.net/rapid	v1.3.0
resenje.org/singleflight	v0.4.3
sigs.k8s.io/json	v0.0.0-20250730193827-2d320260d730
sigs.k8s.io/knftables	v0.0.18
sigs.k8s.io/randfill	v1.0.0
sigs.k8s.io/release-utils	v0.12.4
sigs.k8s.io/structured-merge-diff/v4	v4.4.1
sigs.k8s.io/structured-merge-diff/v6	v6.3.2
sigs.k8s.io/yaml	v1.6.0
software.sslmate.com/src/go-pkcs12	v0.4.0
tags.cncf.io/container-device-interface	v1.1.0
tags.cncf.io/container-device-interface/specs-go	v1.1.0
